sample_location,sample_date,Fe2O3_percent,Fe_percent,SiO2_percent,SO3_percent,Na2O_percent,CaO_percent,MnO_percent,Al2O3_percent,Cl_percent,MgO_percent,Cr2O3_percent,Co2O3_percent,corrosion_severity,corrosion_implication
Dar es Salaam,13/12/2025,53.61,37.5,44.92,0.89,-0.0,0.06,0.03,0.23,0.32,0.08,-0.01,0.01,Very Low,Negligible corrosion detected
Mbeya,19/09/2025,93.25,65.22,1.88,1.0,0.27,0.22,0.41,0.55,0.67,0.52,0.41,0.28,High,Severe corrosion (oxidation and MIC)
Morogoro,05/03/2022,91.53,64.02,1.94,2.08,0.13,0.81,0.19,0.46,0.73,0.47,0.74,0.03,Severe,Metal loss in carbon steel
Arusha,02/12/2023,58.9,41.19,25.91,0.1,0.74,4.57,1.85,0.84,0.59,1.42,1.78,0.2,Moderate,Moderate crevice corrosion
Pemba,09/12/2023,62.57,43.76,26.66,1.57,0.42,2.83,0.82,2.77,0.7,0.65,0.01,0.51,Moderate,Selective corrosion activity
Tabora,27/08/2021,85.75,59.97,1.12,0.83,0.41,2.12,1.16,2.14,1.0,2.17,1.7,0.72,Severe,Deep penetration corrosion
Kilifi,25/08/2022,65.28,45.66,23.33,1.55,0.5,1.24,0.44,0.66,0.36,0.91,1.28,0.76,Moderate,Erosive wear from particulate ingress
Lindi,25/02/2021,76.31,53.37,23.65,1.59,0.05,0.2,0.1,0.5,0.42,0.1,0.05,0.05,Moderate,General surface corrosion
Pemba,22/08/2021,74.46,52.08,19.23,1.82,0.25,0.48,0.06,1.43,0.16,0.78,0.55,0.73,Moderate,Moderate pitting observed
Songosongo,14/11/2022,58.3,40.78,26.51,1.06,1.27,3.0,2.1,3.92,0.25,0.38,1.2,0.68,Moderate,Uniform corrosion with scaling
Kilifi,19/03/2022,63.87,44.67,34.91,1.04,0.05,0.2,0.1,0.5,0.34,0.1,0.05,0.05,Low,Protective oxide layer formation
Njombe,11/12/2021,80.19,56.09,3.14,3.94,0.91,3.27,0.12,2.78,0.85,0.73,0.72,0.62,Severe,Severe localized attack
Tabora,18/09/2021,74.0,51.76,18.97,0.34,0.05,1.55,0.84,1.76,0.55,0.55,0.58,0.58,Moderate,Uniform corrosion with scaling
Zanzibar,04/11/2020,88.87,62.16,6.66,3.34,0.05,0.2,0.1,0.5,1.35,0.1,0.05,0.05,High,Extensive uniform corrosion
Songosongo,26/12/2021,90.58,63.35,1.87,3.07,0.09,0.9,0.11,1.02,1.2,0.36,0.37,0.2,High,Severe intergranular attack
Kigoma,16/07/2025,61.78,43.21,22.13,0.12,0.81,5.32,2.39,4.25,0.22,0.43,0.54,0.72,Moderate,Uniform corrosion with scaling
Mtwara,15/03/2025,76.48,53.49,4.71,2.31,1.1,4.33,1.83,2.68,1.26,2.5,0.73,0.58,Severe,Rapid corrosion propagation
Iringa,12/01/2025,92.98,65.03,4.32,1.05,0.04,0.13,0.11,0.33,0.75,0.12,0.07,0.06,Severe,Rapid corrosion propagation
Mtwara,16/08/2023,90.95,63.61,5.49,1.24,0.12,0.23,0.23,0.49,0.76,0.15,0.13,0.18,Severe,Severe localized attack
Madimba,18/07/2023,74.49,52.1,20.57,0.83,0.15,0.49,0.47,0.69,0.57,0.24,0.07,0.25,Moderate,Moderate pitting observed
Shinyanga,10/09/2021,77.12,53.94,24.6,1.22,0.05,0.2,0.1,0.5,0.18,0.1,0.05,0.05,Moderate,Uniform corrosion with scaling
Tanga,06/12/2024,57.58,40.27,23.16,0.75,1.33,6.02,0.23,4.09,0.19,1.83,1.96,0.65,Low,Slight discoloration only
Ruvuma,06/10/2020,53.38,37.34,37.7,0.92,0.23,0.33,0.23,2.8,0.34,1.39,0.1,0.33,Low,Protective oxide layer formation
Kagera,04/04/2025,78.68,55.03,6.68,1.84,1.48,1.68,2.78,0.71,1.21,1.16,1.98,0.43,Severe,Metal loss in carbon steel
Dar es Salaam,16/12/2024,55.0,38.47,33.51,0.95,0.56,3.24,0.32,3.76,0.08,0.92,0.54,0.27,Low,Acceptable corrosion rates
Zanzibar,25/05/2023,66.78,46.71,26.88,0.86,0.21,1.26,0.81,0.7,0.63,0.2,0.91,0.46,Moderate,Erosive wear from particulate ingress
Songosongo,30/01/2023,51.96,36.34,28.79,0.48,1.36,5.33,1.54,3.84,0.32,1.82,1.22,0.5,Low,Acceptable corrosion rates
Mbeya,18/08/2020,82.18,57.48,10.19,2.32,0.11,0.13,0.56,1.35,0.96,0.84,0.04,0.35,Severe,Significant wall thinning
Morogoro,12/12/2023,84.09,58.81,8.37,2.5,0.4,0.31,0.45,1.39,0.68,0.61,0.57,0.58,Severe,Significant wall thinning
Pwani,09/09/2025,57.81,40.44,25.84,0.51,1.14,0.45,1.63,5.77,0.71,1.92,1.29,0.62,Moderate,Selective corrosion activity
Madimba,30/10/2020,59.44,41.57,20.79,1.94,0.69,2.35,2.7,5.95,0.27,0.76,1.01,0.72,Moderate,Uniform corrosion with scaling
Ruvuma,25/06/2023,86.49,60.49,5.44,1.62,0.18,1.45,0.42,1.33,1.47,0.43,0.5,0.68,Severe,Significant wall thinning
Morogoro,06/03/2025,66.06,46.2,14.83,0.75,1.32,6.09,2.16,2.43,0.76,2.21,1.25,0.72,Moderate,Selective corrosion activity
Zanzibar,25/01/2025,50.07,35.02,25.33,0.93,0.58,6.67,0.97,7.34,0.31,2.08,1.48,0.38,Low,Minimal corrosion activity
Kagera,03/06/2020,61.65,43.12,23.69,1.48,0.32,2.06,1.68,4.68,0.29,0.35,1.18,0.26,Moderate,General surface corrosion
Tabora,21/08/2020,71.59,50.07,24.69,0.92,0.14,0.47,0.47,0.54,0.58,0.23,0.05,0.32,Moderate,Moderate pitting observed
Songosongo,19/02/2024,81.45,56.97,2.07,4.38,0.04,0.41,2.64,2.07,1.39,0.64,0.28,0.53,High,Critical structural degradation
Musoma,21/03/2023,86.27,60.34,2.45,3.75,0.18,2.37,0.95,0.77,0.48,0.69,0.42,0.77,High,Severe corrosion (oxidation and MIC)
Rukwa,10/11/2020,61.07,42.71,21.33,0.7,0.84,2.22,2.6,6.35,0.21,0.64,1.69,0.74,Low,Light surface scaling
Rukwa,04/01/2021,69.71,48.76,16.05,0.11,1.45,1.89,1.0,0.79,0.33,2.91,0.86,0.79,Moderate,Selective corrosion activity
Zanzibar,07/09/2025,40.85,28.57,37.98,0.83,0.59,5.88,1.09,7.81,0.23,1.77,0.92,0.05,Low,Light surface scaling
Dar es Salaam,23/04/2024,75.71,52.96,24.58,1.58,0.05,0.2,0.1,0.5,0.25,0.1,0.05,0.05,Moderate,Erosive wear from particulate ingress
Singida,10/03/2025,74.02,51.77,23.63,1.99,0.0,-0.02,-0.0,0.25,0.16,0.04,0.01,0.01,Moderate,Uniform corrosion with scaling
Mtwara,17/06/2020,67.58,47.27,26.67,1.85,0.09,0.26,1.0,0.37,0.75,0.35,0.5,0.22,Moderate,General surface corrosion
Lindi,16/01/2025,91.75,64.17,4.01,3.7,0.05,0.2,0.1,0.5,0.84,0.1,0.05,0.05,Severe,Deep penetration corrosion
Dar es Salaam,10/02/2022,66.3,46.37,19.24,0.42,0.87,4.34,1.31,3.02,0.48,0.53,1.6,0.26,Moderate,Erosive wear from particulate ingress
Morogoro,09/08/2023,58.38,40.83,26.55,0.75,0.4,3.66,2.29,3.25,0.74,1.69,0.78,0.34,Moderate,Erosive wear from particulate ingress
Zanzibar,02/05/2025,59.21,41.41,31.99,0.7,0.01,0.56,0.15,2.64,0.19,1.73,1.65,0.59,Very Low,No significant deterioration
Lindi,15/08/2025,71.05,49.69,15.93,1.65,0.34,0.97,0.15,3.51,0.65,0.58,0.14,0.58,Moderate,Moderate crevice corrosion
Dar es Salaam,09/09/2021,75.34,52.69,19.25,0.58,0.11,0.76,0.33,1.53,0.57,0.58,0.05,0.36,Moderate,Selective corrosion activity
Tanga,10/09/2020,75.62,52.89,7.54,2.97,1.49,1.58,1.35,1.64,1.42,1.14,1.29,0.61,Severe,Rapid corrosion propagation
Bukoba,19/01/2025,89.29,62.45,9.99,2.78,0.05,0.2,0.1,0.5,0.92,0.1,0.05,0.05,Severe,Metal loss in carbon steel
Songosongo,27/02/2021,79.1,55.32,8.63,4.4,0.24,0.22,0.83,1.2,1.02,0.97,0.35,0.41,Severe,Severe localized attack
Kigoma,07/11/2023,60.52,42.33,26.41,1.22,0.51,3.46,0.19,3.95,0.46,0.24,1.08,0.35,Moderate,Uniform corrosion with scaling
Kigoma,11/12/2020,69.74,48.78,27.49,0.1,0.29,0.17,0.16,0.89,0.3,0.18,0.01,0.52,Moderate,Moderate pitting observed
Tanga,28/08/2025,88.45,61.86,11.54,2.14,0.05,0.2,0.1,0.5,1.38,0.1,0.05,0.05,Severe,Significant wall thinning
Shinyanga,07/12/2021,68.19,47.69,27.72,1.94,0.04,0.23,0.16,0.63,0.44,0.13,0.21,0.31,Moderate,Erosive wear from particulate ingress
Njombe,09/06/2020,41.12,28.76,44.66,0.45,1.09,5.11,0.86,2.27,0.35,1.42,0.63,0.55,Low,Acceptable corrosion rates
Mwanza,11/10/2022,35.65,24.94,44.44,0.69,0.92,5.43,0.69,7.15,0.21,0.98,1.04,0.09,Low,Light surface scaling
Rukwa,28/11/2024,90.05,62.98,7.8,2.42,0.05,0.2,0.1,0.5,0.5,0.1,0.05,0.05,High,Critical structural degradation
Kilifi,04/12/2024,76.41,53.44,17.4,1.8,0.3,0.53,0.1,1.18,0.5,0.47,0.01,0.09,Moderate,Uniform corrosion with scaling
Dar es Salaam,16/11/2025,55.37,38.73,19.94,0.44,1.42,5.65,2.9,6.64,0.17,1.42,1.08,0.13,Low,Slight discoloration only
Kagera,11/11/2025,77.73,54.37,24.16,1.37,0.05,0.2,0.1,0.5,0.23,0.1,0.05,0.05,Moderate,Selective corrosion activity
Kagera,12/10/2021,64.25,44.94,24.05,0.16,0.02,3.43,0.96,2.78,0.78,0.41,1.24,0.4,Moderate,Erosive wear from particulate ingress
Kilifi,30/01/2024,88.89,62.17,6.61,4.46,0.05,0.2,0.1,0.5,0.87,0.1,0.05,0.05,Severe,Significant wall thinning
Singida,07/03/2024,40.17,28.1,38.49,0.94,0.64,4.95,1.24,7.67,0.33,2.06,0.56,0.25,Low,Minor surface oxidation
Njombe,04/03/2023,59.37,41.53,41.64,0.47,0.05,0.2,0.1,0.5,0.17,0.1,0.05,0.05,Low,Protective oxide layer formation
Kigoma,05/05/2024,53.8,37.63,40.19,0.24,0.2,1.74,0.7,1.16,0.16,0.32,0.28,0.48,Low,Protective oxide layer formation
Morogoro,01/08/2024,71.69,50.14,14.33,1.2,1.31,2.23,1.57,1.33,0.35,1.53,0.39,0.76,Moderate,Moderate pitting observed
Iringa,17/10/2023,61.91,43.3,24.89,1.4,0.72,3.51,1.36,3.48,0.4,0.14,1.02,0.54,Moderate,Moderate crevice corrosion
Tabora,02/08/2020,94.59,66.16,1.74,2.4,-0.02,0.08,0.02,0.29,0.91,0.07,-0.04,0.01,Severe,Significant wall thinning
Mwanza,02/10/2023,76.6,53.57,10.11,3.91,0.28,1.2,2.02,1.24,0.75,1.4,0.89,0.12,High,Critical structural degradation
Madimba,26/09/2020,77.36,54.11,15.42,0.44,0.18,1.52,0.26,2.0,0.16,0.92,0.15,0.34,Moderate,General surface corrosion
Tanga,12/09/2023,47.09,32.94,36.83,0.94,0.61,3.76,1.12,5.27,0.37,0.64,1.01,0.49,Low,Minimal corrosion activity
Dar es Salaam,22/01/2021,51.22,35.83,34.75,0.55,0.38,1.22,2.63,2.49,0.13,1.42,0.09,0.54,Low,Light surface scaling
Mwanza,02/05/2024,64.58,45.17,25.8,0.65,0.42,3.1,0.58,1.17,0.28,1.52,0.96,0.07,Low,Acceptable corrosion rates
Musoma,09/03/2023,71.96,50.33,15.11,1.34,0.32,3.04,0.96,1.4,0.38,0.79,0.82,0.16,Moderate,Uniform corrosion with scaling
Madimba,29/10/2022,78.09,54.62,5.71,4.18,0.07,3.19,1.86,1.27,0.82,0.97,1.84,0.78,High,Critical structural degradation
Dodoma,07/09/2021,69.11,48.34,17.15,0.96,1.18,4.16,0.09,2.46,0.2,1.41,0.44,0.15,Moderate,Moderate crevice corrosion
Pwani,27/09/2023,80.1,56.02,5.16,1.51,1.02,2.52,0.92,4.37,0.83,1.03,0.18,0.17,Severe,Metal loss in carbon steel
Bukoba,29/11/2020,94.15,65.85,2.6,1.46,0.04,0.24,0.06,0.3,0.86,0.1,0.11,0.08,High,Critical structural degradation
Tanga,02/08/2021,77.95,54.52,18.0,1.11,0.06,0.58,0.29,0.44,0.4,0.2,0.18,0.41,Moderate,Moderate pitting observed
Cyclone,03/12/2023,54.07,37.82,27.17,0.17,0.12,6.97,0.31,3.81,0.38,1.41,1.26,0.07,Very Low,Stable protective coating
Ruvuma,24/06/2023,54.96,38.44,30.55,0.31,2.32,1.41,0.67,1.86,0.39,1.72,1.22,0.25,Low,Protective oxide layer formation
Arusha,24/05/2024,69.37,48.52,14.55,1.23,0.72,0.21,1.64,2.63,0.56,2.97,1.93,0.09,Moderate,Moderate pitting observed
Ruvuma,12/06/2021,77.29,54.06,7.28,1.81,0.39,2.69,1.43,3.97,1.05,1.65,0.34,0.14,Severe,Severe localized attack
Musoma,13/12/2020,71.39,49.93,14.06,0.18,1.59,1.38,0.54,3.44,0.22,1.82,0.67,0.47,Moderate,Moderate crevice corrosion
Kilifi,22/06/2023,56.15,39.27,32.67,0.03,0.31,2.81,1.66,3.99,0.08,0.67,0.51,0.32,Low,Slight discoloration only
Dar es Salaam,22/03/2024,69.61,48.69,21.53,1.87,0.25,1.1,0.44,2.21,0.71,0.68,0.09,0.31,Moderate,Moderate pitting observed
Bukoba,07/09/2023,75.97,53.13,10.25,3.38,1.01,2.52,0.8,2.25,1.11,0.23,0.65,0.54,High,Critical structural degradation
Singida,07/06/2021,56.26,39.35,24.68,1.91,0.13,3.81,1.25,6.64,0.25,1.31,1.13,0.07,Moderate,Moderate pitting observed
Tanga,26/11/2025,67.71,47.36,23.6,1.76,0.52,1.26,0.74,2.38,0.31,0.23,0.83,0.62,Moderate,Moderate crevice corrosion
Morogoro,17/01/2021,81.05,56.68,6.38,3.99,0.2,2.0,0.47,2.24,0.58,0.13,0.72,0.14,High,Advanced galvanic corrosion
Pemba,30/09/2024,40.66,28.44,38.63,1.15,0.67,3.91,1.39,7.4,0.16,1.31,0.47,0.32,Low,Minor surface oxidation
Lindi,13/09/2025,67.14,46.96,17.74,1.55,0.67,4.73,0.82,3.12,0.62,1.55,0.79,0.53,Moderate,Uniform corrosion with scaling
Lindi,22/01/2024,63.01,44.07,33.21,0.14,0.27,0.87,0.68,0.77,0.17,0.27,0.23,0.14,Low,Minimal corrosion activity
Bukoba,15/03/2020,53.64,37.52,30.97,0.07,0.45,4.68,1.4,2.81,0.1,0.5,0.74,0.06,Low,Minimal corrosion activity
Singida,25/01/2024,68.97,48.24,18.44,0.22,1.23,2.88,1.04,1.8,0.42,1.1,0.33,0.5,Moderate,Selective corrosion activity
Mbeya,19/06/2023,62.02,43.38,20.82,1.48,0.78,4.46,2.57,4.16,0.46,1.05,0.01,0.43,Moderate,Erosive wear from particulate ingress
Rukwa,08/01/2022,51.82,36.24,26.51,0.3,0.43,4.77,1.85,6.66,0.12,2.04,0.89,0.51,Low,Slight discoloration only
Songosongo,27/05/2022,73.21,51.21,24.33,0.65,0.06,0.26,0.25,0.47,0.44,0.11,0.08,0.14,Moderate,Moderate pitting observed
Musoma,31/10/2023,56.97,39.84,23.04,0.2,2.16,1.8,1.79,5.65,0.39,1.65,1.46,0.67,Very Low,Passive corrosion behavior
Iringa,14/06/2025,50.71,35.46,44.52,1.13,0.08,0.78,0.38,1.13,0.38,0.13,0.01,0.12,Low,Slight discoloration only
Singida,25/02/2022,58.37,40.83,24.89,1.81,0.98,5.36,2.42,1.69,0.2,1.99,1.34,0.33,Moderate,Selective corrosion activity
Kagera,16/07/2022,55.34,38.7,39.77,0.37,0.4,0.47,0.51,1.42,0.24,0.47,0.17,0.75,Low,Minor surface oxidation
Mtwara,17/07/2021,89.62,62.68,7.66,3.71,0.05,0.2,0.1,0.5,0.67,0.1,0.05,0.05,Severe,Deep penetration corrosion
Ruvuma,26/09/2021,53.5,37.42,27.23,0.76,1.5,5.38,1.77,3.01,0.24,0.34,1.38,0.3,Low,Slight discoloration only
Ruvuma,12/11/2020,89.47,62.58,6.56,3.81,0.05,0.2,0.1,0.5,0.84,0.1,0.05,0.05,Severe,Metal loss in carbon steel
Pwani,26/04/2023,79.62,55.69,4.98,1.75,1.13,0.92,2.34,4.64,1.35,0.53,0.99,0.02,High,Severe corrosion (oxidation and MIC)
Shinyanga,18/02/2021,63.26,44.24,20.61,0.16,0.42,3.01,1.08,5.46,0.33,1.62,0.48,0.4,Very Low,Negligible corrosion detected
Mbeya,10/09/2025,44.35,31.02,40.67,1.15,0.89,1.67,2.41,4.4,0.38,1.84,0.92,0.18,Low,Acceptable corrosion rates
Lindi,26/11/2025,55.58,38.88,40.07,0.44,0.24,0.46,0.72,1.13,0.08,0.3,0.54,0.03,Very Low,Stable protective coating
Mbeya,03/06/2020,37.35,26.13,41.27,0.84,0.13,7.84,2.95,3.1,0.12,0.66,0.55,0.32,Very Low,No significant deterioration
Rukwa,11/10/2023,71.24,49.82,12.72,0.67,0.89,2.07,1.87,5.01,0.51,2.13,0.34,0.59,Moderate,Uniform corrosion with scaling
Pemba,20/06/2021,72.16,50.47,14.05,1.04,0.41,2.55,2.51,2.56,0.52,1.66,0.7,0.42,Moderate,Erosive wear from particulate ingress
Zanzibar,23/03/2024,76.86,53.76,16.44,1.33,0.03,1.17,0.58,1.33,0.5,0.21,0.32,0.35,Moderate,Erosive wear from particulate ingress
Pwani,23/09/2021,57.6,40.29,42.67,0.42,0.05,0.2,0.1,0.5,0.1,0.1,0.05,0.05,Very Low,Stable protective coating
Tabora,26/10/2021,44.29,30.98,43.31,0.24,0.39,4.61,0.85,2.17,0.05,0.26,1.0,0.16,Very Low,Passive corrosion behavior
Shinyanga,10/01/2022,74.24,51.92,12.79,1.76,0.81,2.88,0.99,1.42,0.25,1.93,0.19,0.5,Moderate,General surface corrosion
Tabora,09/11/2021,44.38,31.04,38.89,0.83,0.23,6.63,2.26,2.33,0.31,0.53,0.63,0.37,Low,Light surface scaling
Kigoma,27/11/2024,90.57,63.34,3.99,3.95,-0.01,0.1,0.04,0.26,1.05,0.09,-0.01,0.01,Severe,Rapid corrosion propagation
Mbeya,27/06/2020,56.34,39.4,40.98,1.2,0.05,0.22,0.17,0.41,0.31,0.13,0.09,0.1,Low,Slight discoloration only
Ruvuma,09/08/2024,58.52,40.93,31.86,0.15,0.12,1.88,0.47,3.6,0.23,0.39,1.26,0.56,Low,Protective oxide layer formation
Bukoba,01/02/2024,58.65,41.02,26.59,0.25,1.79,1.76,1.27,2.15,0.3,2.17,0.37,0.55,Moderate,Moderate crevice corrosion
Songosongo,30/08/2022,77.55,54.24,12.12,0.67,0.59,0.28,2.11,0.81,0.49,1.78,1.36,0.44,Moderate,Moderate pitting observed
Cyclone,24/12/2024,68.72,48.07,15.19,1.37,0.28,2.66,2.33,2.7,0.32,1.05,0.51,0.18,Moderate,Uniform corrosion with scaling
Madimba,13/03/2023,84.41,59.04,5.58,3.42,0.29,1.09,0.72,2.06,1.38,0.32,0.37,0.37,Severe,Deep penetration corrosion
Kagera,12/01/2025,72.92,51.0,16.15,1.13,0.43,0.26,1.38,3.4,0.38,0.71,1.72,0.68,Moderate,General surface corrosion
Pwani,16/08/2022,77.83,54.43,12.39,1.06,0.42,2.08,0.92,2.9,0.5,0.22,0.78,0.46,Moderate,Moderate crevice corrosion
Pwani,27/12/2025,80.54,56.33,10.57,1.7,0.01,1.09,1.63,0.3,1.09,0.13,0.5,0.73,Severe,Critical stress corrosion cracking
Lindi,06/09/2022,85.38,59.71,4.65,2.85,0.08,0.32,0.8,2.16,0.67,0.84,0.71,0.47,High,Extensive uniform corrosion
Pemba,21/06/2023,79.7,55.74,7.26,1.89,0.06,4.24,1.26,1.08,1.48,1.04,0.37,0.06,Severe,Severe localized attack
Rukwa,05/04/2025,77.57,54.25,21.0,0.3,0.07,0.14,0.07,0.37,0.15,0.12,0.02,0.19,Moderate,Erosive wear from particulate ingress
Singida,05/03/2022,63.74,44.58,37.44,0.71,0.05,0.2,0.1,0.5,0.28,0.1,0.05,0.05,Very Low,Optimal material performance
Cyclone,15/02/2024,60.43,42.27,36.35,0.47,0.03,0.46,0.24,0.49,0.13,0.22,0.59,0.06,Low,Minimal corrosion activity
Dar es Salaam,09/12/2024,77.51,54.21,7.19,1.04,0.73,3.07,0.89,2.77,0.95,1.78,0.68,0.66,Severe,Critical stress corrosion cracking
Mtwara,06/03/2025,82.87,57.96,11.12,3.94,0.03,0.35,0.07,0.33,0.99,0.1,0.09,0.11,Severe,Significant wall thinning
Njombe,28/02/2023,76.89,53.78,12.97,0.28,0.28,1.48,0.13,3.61,0.54,0.44,0.68,0.04,Moderate,Erosive wear from particulate ingress
Pwani,13/04/2024,85.31,59.67,1.74,3.28,0.47,3.08,0.84,2.28,0.46,1.07,0.08,0.17,High,Extensive uniform corrosion
Mwanza,21/08/2025,65.2,45.6,18.7,0.65,1.34,0.58,0.88,5.49,0.44,1.66,1.26,0.75,Moderate,Moderate pitting observed
Musoma,30/11/2025,86.14,60.25,5.96,1.59,0.02,1.62,0.44,1.77,1.16,0.32,0.05,0.13,Severe,Critical stress corrosion cracking
Pemba,10/09/2024,63.46,44.39,37.09,1.17,0.05,0.2,0.1,0.5,0.31,0.1,0.05,0.05,Very Low,Stable protective coating
Morogoro,25/10/2021,72.38,50.63,19.78,1.73,0.11,1.23,1.07,1.33,0.55,0.34,0.41,0.17,Moderate,Uniform corrosion with scaling
Mbeya,28/03/2022,75.78,53.0,25.69,1.27,0.05,0.2,0.1,0.5,0.26,0.1,0.05,0.05,Moderate,Uniform corrosion with scaling
Tanga,20/07/2021,87.04,60.87,7.96,0.92,0.17,0.7,0.58,0.36,1.45,0.1,0.21,0.28,High,Aggressive pitting corrosion
Shinyanga,21/10/2022,75.34,52.69,18.55,1.85,0.25,0.89,0.99,0.43,0.33,0.41,0.07,0.12,Moderate,Moderate pitting observed
Zanzibar,01/08/2020,76.88,53.77,26.04,0.79,0.05,0.2,0.1,0.5,0.23,0.1,0.05,0.05,Moderate,Selective corrosion activity
Ruvuma,22/05/2025,68.81,48.13,12.05,1.73,1.19,7.31,0.5,1.74,0.27,0.21,1.06,0.68,Moderate,Selective corrosion activity
Iringa,29/02/2024,85.77,59.99,8.98,4.24,0.01,0.09,0.04,0.14,0.69,0.04,0.01,0.01,High,Advanced galvanic corrosion
Kilifi,24/02/2021,89.58,62.65,11.52,1.65,0.05,0.2,0.1,0.5,0.43,0.1,0.05,0.05,Severe,Metal loss in carbon steel
Rukwa,14/10/2025,60.98,42.65,18.49,0.19,0.76,6.32,2.09,7.02,0.56,0.87,1.38,0.38,Moderate,Moderate crevice corrosion
Ruvuma,25/05/2021,84.65,59.21,6.79,2.23,0.41,0.71,0.68,1.59,1.14,0.81,0.14,0.16,Severe,Rapid corrosion propagation
Kigoma,13/03/2023,64.54,45.14,17.55,0.15,0.37,2.91,1.44,5.51,0.67,1.72,1.06,0.02,Moderate,Moderate crevice corrosion
Mwanza,09/12/2020,62.4,43.64,27.13,1.03,0.3,3.02,1.06,1.28,0.76,1.3,0.81,0.62,Moderate,Selective corrosion activity
Arusha,18/10/2021,73.3,51.27,13.96,0.6,0.13,1.87,1.39,4.44,0.43,1.04,0.67,0.57,Moderate,Moderate pitting observed
Zanzibar,22/01/2023,78.36,54.81,2.05,2.32,2.01,3.81,0.73,2.69,0.67,0.76,1.93,0.27,High,Severe corrosion (oxidation and MIC)
Tabora,14/01/2025,60.94,42.62,22.77,1.86,0.53,3.99,1.61,0.56,0.67,0.95,1.16,0.57,Moderate,Erosive wear from particulate ingress
Dodoma,03/10/2025,54.61,38.2,31.74,0.32,0.49,2.69,0.87,1.92,0.24,0.12,1.4,0.62,Very Low,Stable protective coating
Pemba,26/08/2021,47.44,33.18,42.29,0.56,0.41,0.61,1.51,2.92,0.13,1.59,1.1,0.66,Low,Protective oxide layer formation
Tanga,26/11/2024,44.46,31.09,39.07,0.54,0.4,5.48,1.08,3.91,0.3,1.68,1.54,0.21,Low,Protective oxide layer formation
Pemba,10/01/2021,52.11,36.45,24.19,0.26,0.85,7.13,2.04,6.42,0.16,2.5,0.15,0.09,Low,Acceptable corrosion rates
Pemba,28/06/2022,62.54,43.74,19.46,0.52,1.29,5.68,2.23,2.79,0.58,1.85,0.55,0.52,Moderate,Moderate pitting observed
Lindi,21/01/2025,86.59,60.56,5.56,3.72,0.13,1.35,0.45,0.35,1.05,0.34,0.06,0.03,Severe,Deep penetration corrosion
Rukwa,02/12/2023,82.93,58.0,7.18,1.78,0.12,1.32,1.11,2.0,0.86,0.98,0.35,0.36,Severe,Deep penetration corrosion
Madimba,19/04/2020,82.31,57.57,8.19,2.21,0.03,1.79,0.47,2.46,0.86,0.48,0.51,0.57,High,Advanced galvanic corrosion
Iringa,26/08/2024,76.72,53.66,12.05,1.8,1.19,0.25,0.21,0.74,0.76,1.11,0.81,0.03,Moderate,Moderate crevice corrosion
Dodoma,06/08/2020,77.37,54.11,25.09,0.54,0.05,0.2,0.1,0.5,0.61,0.1,0.05,0.05,Moderate,Moderate crevice corrosion
Dar es Salaam,11/06/2024,64.73,45.27,36.43,0.91,0.05,0.2,0.1,0.5,0.19,0.1,0.05,0.05,Very Low,Optimal material performance
Cyclone,18/08/2025,60.83,42.54,25.38,0.17,0.58,4.67,2.13,1.09,0.73,0.44,0.85,0.61,Moderate,Moderate crevice corrosion
Tabora,11/03/2024,76.9,53.78,9.38,2.88,0.46,2.35,2.2,0.82,1.26,0.6,1.51,0.08,Severe,Rapid corrosion propagation
Tanga,23/08/2022,81.22,56.81,3.58,0.81,0.79,4.57,0.68,0.79,0.5,2.81,0.93,0.35,Severe,Severe localized attack
Iringa,30/04/2024,65.4,45.74,26.08,0.34,0.82,1.96,1.38,0.51,0.43,0.5,1.04,0.52,Moderate,Uniform corrosion with scaling
Bukoba,30/11/2020,77.12,53.94,21.24,0.62,0.02,0.1,0.05,0.27,0.35,0.09,0.03,0.08,Moderate,Erosive wear from particulate ingress
Kagera,15/03/2024,79.02,55.27,11.54,1.49,0.15,2.28,0.73,1.26,1.05,0.33,0.52,0.69,Severe,Critical stress corrosion cracking
Kagera,08/07/2022,50.48,35.31,32.03,0.61,0.37,3.94,1.78,4.68,0.27,0.47,0.53,0.74,Very Low,Excellent corrosion resistance
Dodoma,25/04/2020,86.06,60.19,2.22,1.73,0.28,0.39,1.64,3.1,1.39,0.67,1.12,0.5,Severe,Critical stress corrosion cracking
Musoma,29/07/2023,76.49,53.5,4.51,1.98,1.86,1.89,1.36,3.42,0.76,1.17,1.21,0.53,Severe,Deep penetration corrosion
Zanzibar,09/02/2021,61.82,43.24,39.04,0.71,0.05,0.2,0.1,0.5,0.31,0.1,0.05,0.05,Low,Light surface scaling
Pemba,05/10/2023,41.95,29.34,44.52,0.66,0.56,0.22,0.46,4.56,0.33,0.34,0.89,0.52,Low,Minimal corrosion activity
Zanzibar,21/08/2021,75.77,53.0,14.62,1.89,0.71,1.3,1.33,1.51,0.7,0.2,0.8,0.7,Moderate,Moderate pitting observed
Rukwa,17/07/2021,85.36,59.7,2.83,1.15,0.61,3.78,0.68,0.68,0.76,1.86,0.25,0.39,High,Extensive uniform corrosion
Mtwara,05/06/2020,66.33,46.39,12.5,1.12,0.1,6.16,2.46,3.95,0.6,0.71,1.41,0.78,Moderate,Moderate crevice corrosion
